"calf_id","calf_sex","weight","sample_week","agro_ecological_zones"
"CA031110315","F","24",11,"Ikonzo (11)"
"CA030810228","M","28",6,"Igero (8)"
"CA030810222","M","39",26,"Igero (8)"
"CA030810224","F","45",21,"Igero (8)"
"CA030810220","F","NA",36,"Igero (8)"
"CA030810225","F","34",16,"Igero (8)"
"CA031310374","M","39",21,"Yiro West (13)"
"CA031310369","M","42",31,"Yiro West (13)"
"CA020410103","F","23",16,"Mabusi (4)"
"CA020410097","F","NA",36,"Mabusi (4)"
"CA020410099","F","57",31,"Mabusi (4)"
"CA020410095","M","NA",41,"Mabusi (4)"
"CA030710186","M","89.5",51,"Otimong (7)"
"CA030710195","F","35",16,"Otimong (7)"
"CA030710197","M","42",11,"Otimong (7)"
"CA030710190","F","NA",36,"Otimong (7)"
"CA030710192","M","49",31,"Otimong (7)"
"CA030710191","M","40",31,"Otimong (7)"
"CA051910548","F","40",31,"Bujwanga (19)"
"CA041710495","M","30",11,"Kodiere (17)"
"CA010310065","F","NA",41,"Kokare (3)"
"CA010310072","F","30",21,"Kokare (3)"
"CA010310068","F","48",31,"Kokare (3)"
"CA010310067","F","NA",36,"Kokare (3)"
"CA010310074","M","32",11,"Kokare (3)"
"CA030910254","F","23",11,"Bulwani (9)"
"CA030910249","F","39",26,"Bulwani (9)"
"CA030910244","M","NA",41,"Bulwani (9)"
"CA030910246","F","NA",36,"Bulwani (9)"
"CA030910253","M","26",16,"Bulwani (9)"
"CA051810523","F","33",21,"Luanda (18)"
"CA031410396","M","NA",36,"Simur East (14)"
"CA031410395","F","NA",41,"Simur East (14)"
"CA031410406","M","24",6,"Simur East (14)"
"CA031410394","M","NA",41,"Simur East (14)"
"CA031410398","M","36",31,"Simur East (14)"
"CA031410397","M","NA",36,"Simur East (14)"
"CA041610464","F","NA",12.8571428571429,"Ojwando B (16)"
"CA010210037","F","NA",41,"Kidera (2)"
"CA010210044","M","24",16,"Kidera (2)"
"CA010210046","F","22",11,"Kidera (2)"
"CA010210035","F","NA",46,"Kidera (2)"
"CA010210043","M","27",21,"Kidera (2)"
"CA031010280","F","NA",36,"Bukati (10)"
"CA031010281","F","23.5",31,"Bukati (10)"
"CA031010278","F","NA",41,"Bukati (10)"
"CA031010276","M","NA",46,"Bukati (10)"
"CA041510426","M","NA",41,"Namboboto (15)"
"CA041510433","M","40",21,"Namboboto (15)"
"CA041510432","M","46",21,"Namboboto (15)"
"CA041510434","F","34",16,"Namboboto (15)"
"CA052010584","F","33",16,"Magombe East (20)"
"CA020510130","F","58",31,"Kamunuoit (5)"
"CA020510134","M","35",16,"Kamunuoit (5)"
"CA020510133","F","31",21,"Kamunuoit (5)"
"CA020510129","F","NA",36,"Kamunuoit (5)"
"CA020510136","F","25",11,"Kamunuoit (5)"
"CA031110309","F","NA",36,"Ikonzo (11)"
"CA031110316","M","45",11,"Ikonzo (11)"
"CA031110306","F","NA",46,"Ikonzo (11)"
"CA030810221","M","36",31,"Igero (8)"
"CA031110314","F","21",16,"Ikonzo (11)"
"CA030810223","M","68",26,"Igero (8)"
"CA030810218","M","NA",41,"Igero (8)"
"CA030810219","M","NA",36,"Igero (8)"
"CA031310375","M","26",16,"Yiro West (13)"
"CA031310377","M","25",6,"Yiro West (13)"
"CA031310378","M","23",6,"Yiro West (13)"
"CA031310372","F","30",26,"Yiro West (13)"
"CA031310371","M","37",31,"Yiro West (13)"
"CA010110010","M","NA",41,"East Siboti (1)"
"CA010110008","M","NA",46,"East Siboti (1)"
"CA010110015","M","39",21,"East Siboti (1)"
"CA010110017","F","44",16,"East Siboti (1)"
"CA010110009","F","NA",46,"East Siboti (1)"
"CA010110020","M","25",6,"East Siboti (1)"
"CA020610166","F","54",16,"Karisa (6)"
"CA020610168","M","42",11,"Karisa (6)"
"CA020610164","F","39",26,"Karisa (6)"
"CA020610165","M","51",21,"Karisa (6)"
"CA031310373","M","49",26,"Yiro West (13)"
"CA010110019","M","38",6,"East Siboti (1)"
"CA010110014","F","46",26,"East Siboti (1)"
"CA010110018","F","34",11,"East Siboti (1)"
"CA010110016","F","36",16,"East Siboti (1)"
"CA010110013","F","46",31,"East Siboti (1)"
"CA020610159","F","NA",46,"Karisa (6)"
"CA020610167","M","46",16,"Karisa (6)"
"CA020610163","M","NA",31,"Karisa (6)"
"CA031210342","F","39",26,"Bumala A (12)"
"CA031210340","F","NA",26,"Bumala A (12)"
"CA031210343","M","33",11,"Bumala A (12)"
"CA031410395","F","NA",43.4285714285714,"Simur East (14)"
"CA041610464","F","28",16,"Ojwando B (16)"
"CA020410102","M","47",26,"Mabusi (4)"
"CA020410101","M","46",31,"Mabusi (4)"
"CA020410109","M","34",6,"Mabusi (4)"
"CA020410105","M","29",16,"Mabusi (4)"
"CA020410106","F","24",16,"Mabusi (4)"
"CA020410100","M","NA",36,"Mabusi (4)"
"CA030710188","M","NA",46,"Otimong (7)"
"CA030710198","F","29",11,"Otimong (7)"
"CA030710196","M","35",16,"Otimong (7)"
"CA030710199","F","20",6,"Otimong (7)"
"CA010310075","M","29",11,"Kokare (3)"
"CA010310070","F","50",31,"Kokare (3)"
"CA030710189","F","NA",41,"Otimong (7)"
"CA051910552","M","NA",21,"Bujwanga (19)"
"CA051910555","F","NA",11,"Bujwanga (19)"
"CA051910557","F","NA",6,"Bujwanga (19)"
"CA051910554","F","NA",16,"Bujwanga (19)"
"CA041710488","M","NA",36,"Kodiere (17)"
"CA041710489","F","52",31,"Kodiere (17)"
"CA041710495","M","37",16,"Kodiere (17)"
"CA041710497","M","29",6,"Kodiere (17)"
"CA010310071","M","34",26,"Kokare (3)"
"CA010310066","F","NA",41,"Kokare (3)"
"CA010310076","F","26",6,"Kokare (3)"
"CA030910245","M","NA",41,"Bulwani (9)"
"CA030910250","M","34",31,"Bulwani (9)"
"CA030910247","F","NA",36,"Bulwani (9)"
"CA030910248","M","NA",36,"Bulwani (9)"
"CA030910257","M","24",6,"Bulwani (9)"
"CA030910251","F","42",26,"Bulwani (9)"
"CA030910255","M","33",16,"Bulwani (9)"
"CA051810523","F","43",26,"Luanda (18)"
"CA051810526","F","27",6,"Luanda (18)"
"CA031410404","F","25",21,"Simur East (14)"
"CA031410407","M","33",6,"Simur East (14)"
"CA031410401","M","27",31,"Simur East (14)"
"CA031410403","F","38",26,"Simur East (14)"
"CA031410402","F","38",26,"Simur East (14)"
"CA031410405","F","42",16,"Simur East (14)"
"CA031410400","F","NA",31,"Simur East (14)"
"CA010210040","F","NA",36,"Kidera (2)"
"CA010210037","F","NA",46,"Kidera (2)"
"CA010210047","F","20",6,"Kidera (2)"
"CA010210045","F","55",16,"Kidera (2)"
"CA010210039","M","NA",41,"Kidera (2)"
"CA010210042","F","NA",31,"Kidera (2)"
"CA031010283","M","NA",31,"Bukati (10)"
"CA031010285","M","46",16,"Bukati (10)"
"CA031010288","M","27",6,"Bukati (10)"
"CA031010277","F","NA",46,"Bukati (10)"
"CA031010282","F","46",31,"Bukati (10)"
"CA031010284","F","53",21,"Bukati (10)"
"CA031110308","F","NA",44.4285714285714,"Ikonzo (11)"
"CA041510430","M","40",31,"Namboboto (15)"
"CA041510429","M","NA",36,"Namboboto (15)"
"CA041510427","M","NA",46,"Namboboto (15)"
"CA041510431","M","41",31,"Namboboto (15)"
"CA041510428","F","NA",41,"Namboboto (15)"
"CA041510436","M","27",6,"Namboboto (15)"
"CA020610162","M","49",31,"Karisa (6)"
"CA041610465","F","21",6,"Ojwando B (16)"
"CA041610466","F","20",6,"Ojwando B (16)"
"CA041510436","M","23.5",1,"Namboboto (15)"
"CA020410110","F","16",1,"Mabusi (4)"
"CA010310079","F","15.5",1,"Kokare (3)"
"CA030910259","F","18.5",1,"Bulwani (9)"
"CA051910558","M","20.5",1,"Bujwanga (19)"
"CA031210345","F","19.5",1,"Bumala A (12)"
"CA031110308","F","NA",43.4285714285714,"Ikonzo (11)"
"CA030810229","M","15.5",1,"Igero (8)"
"CA041510437","F","14",1,"Namboboto (15)"
"CA031410409","M","17",1,"Simur East (14)"
"CA051810529","F","16.5",1,"Luanda (18)"
"CA010210049","M","19",1,"Kidera (2)"
"CA010210050","M","10.5",1,"Kidera (2)"
"CA020510139","F","16",1,"Kamunuoit (5)"
"CA010310080","M","22",1,"Kokare (3)"
"CA031010289","M","19",1,"Bukati (10)"
"CA031010290","F","18.5",1,"Bukati (10)"
"CA031110318","M","26.5",6,"Ikonzo (11)"
"CA031110317","F","19.5",6,"Ikonzo (11)"
"CA031110316","M","47.5",16,"Ikonzo (11)"
"CA041510435","M","NA",15.8571428571429,"Namboboto (15)"
"CA041710500","F","20",1,"Kodiere (17)"
"CA031310381","F","12",1,"Yiro West (13)"
"CA010110022","F","29.5",1,"East Siboti (1)"
"CA020510140","M","26",1,"Kamunuoit (5)"
"CA031210346","F","18.5",1,"Bumala A (12)"
"CA020510132","M","NA",32,"Kamunuoit (5)"
"CA020610171","M","35",6,"Karisa (6)"
"CA020610168","M","47",16,"Karisa (6)"
"CA031110319","M","23",1,"Ikonzo (11)"
"CA041610470","F","18.5",1,"Ojwando B (16)"
"CA030710202","M","18",1,"Otimong (7)"
"CA030910260","M","16.5",1,"Bulwani (9)"
"CA030810230","F","21",1,"Igero (8)"
"CA020410111","M","23.5",1,"Mabusi (4)"
"CA031410407","M","NA",10.5714285714286,"Simur East (14)"
"CA010310079","F","20.5",6,"Kokare (3)"
"CA051810530","F","21",1,"Luanda (18)"
"CA031410410","F","19.5",1,"Simur East (14)"
"CA031210347","M","17.5",1,"Bumala A (12)"
"CA041710501","M","22",1,"Kodiere (17)"
"CA030710201","M","NA",7.42857142857143,"Otimong (7)"
"CA052010586","M","23",6,"Magombe East (20)"
"CA020510132","M","45",31,"Kamunuoit (5)"
"CA020510138","M","28",6,"Kamunuoit (5)"
"CA020510135","M","44",16,"Kamunuoit (5)"
"CA020510136","F","34",16,"Kamunuoit (5)"
"CA031110307","F","NA",46,"Ikonzo (11)"
"CA031110315","F","32",16,"Ikonzo (11)"
"CA031110311","M","45",31,"Ikonzo (11)"
"CA031110310","F","NA",36,"Ikonzo (11)"
"CA031110312","F","43",31,"Ikonzo (11)"
"CA030810222","M","44",31,"Igero (8)"
"CA030810224","F","50",26,"Igero (8)"
"CA030810220","F","NA",41,"Igero (8)"
"CA030810226","M","38",16,"Igero (8)"
"CA030810225","F","40",21,"Igero (8)"
"CA031310379","F","30",6,"Yiro West (13)"
"CA031310374","M","43",26,"Yiro West (13)"
"CA031310380","M","27",6,"Yiro West (13)"
"CA031310369","M","NA",36,"Yiro West (13)"
"CA031310373","M","48",31,"Yiro West (13)"
"CA010110010","M","NA",46,"East Siboti (1)"
"CA010110018","F","44",16,"East Siboti (1)"
"CA010110016","F","42",21,"East Siboti (1)"
"CA010110013","F","NA",36,"East Siboti (1)"
"CA010110014","F","55",31,"East Siboti (1)"
"CA010110015","M","50",26,"East Siboti (1)"
"CA010110017","F","54",21,"East Siboti (1)"
"CA020610167","M","53",21,"Karisa (6)"
"CA020610170","F","22",6,"Karisa (6)"
"CA020610163","M","NA",36,"Karisa (6)"
"CA020610162","M","NA",36,"Karisa (6)"
"CA031210340","F","NA",31,"Bumala A (12)"
"CA031210343","M","43",16,"Bumala A (12)"
"CA031210345","F","31",6,"Bumala A (12)"
"CA041610464","F","29",21,"Ojwando B (16)"
"CA020410101","M","NA",36,"Mabusi (4)"
"CA020410109","M","40",11,"Mabusi (4)"
"CA020410105","M","37",21,"Mabusi (4)"
"CA020410106","F","24",21,"Mabusi (4)"
"CA020410103","F","27",26,"Mabusi (4)"
"CA030710196","M","45",21,"Otimong (7)"
"CA030710200","F","21",6,"Otimong (7)"
"CA030710199","F","27",11,"Otimong (7)"
"CA030710192","M","NA",41,"Otimong (7)"
"CA030710201","M","28",6,"Otimong (7)"
"CA030710189","F","NA",46,"Otimong (7)"
"CA051910552","M","50.5",26,"Bujwanga (19)"
"CA051910555","F","36",16,"Bujwanga (19)"
"CA051910554","F","35",21,"Bujwanga (19)"
"CA041710488","M","NA",41,"Kodiere (17)"
"CA041710495","M","41",21,"Kodiere (17)"
"CA041710498","F","25",6,"Kodiere (17)"
"CA041710499","M","27",6,"Kodiere (17)"
"CA010310070","F","NA",36,"Kokare (3)"
"CA010310071","M","35",31,"Kokare (3)"
"CA010310075","M","35",16,"Kokare (3)"
"CA010310080","M","20.5",6,"Kokare (3)"
"CA010310078","F","26",6,"Kokare (3)"
"CA010310076","F","33",11,"Kokare (3)"
"CA010310066","F","NA",46,"Kokare (3)"
"CA030910255","M","35",21,"Bulwani (9)"
"CA030910259","F","28",6,"Bulwani (9)"
"CA030910249","F","NA",36,"Bulwani (9)"
"CA030910248","M","NA",41,"Bulwani (9)"
"CA030910247","F","NA",41,"Bulwani (9)"
"CA030910250","M","NA",36,"Bulwani (9)"
"CA030910245","M","NA",46,"Bulwani (9)"
"CA051810529","F","24",6,"Luanda (18)"
"CA051810526","F","30",11,"Luanda (18)"
"CA031410401","M","NA",36,"Simur East (14)"
"CA031410403","F","43",31,"Simur East (14)"
"CA041610468","M","25",6,"Ojwando B (16)"
"CA020410110","F","27",6,"Mabusi (4)"
"CA020410102","M","55",31,"Mabusi (4)"
"CA020410098","M","NA",41,"Mabusi (4)"
"CA020410103","F","21",21,"Mabusi (4)"
"CA020410097","F","NA",41,"Mabusi (4)"
"CA020410108","M","18",6,"Mabusi (4)"
"CA020410099","F","NA",36,"Mabusi (4)"
"CA020410096","F","NA",46,"Mabusi (4)"
"CA020410095","M","NA",46,"Mabusi (4)"
"CA030710190","F","NA",41,"Otimong (7)"
"CA030710195","F","38",21,"Otimong (7)"
"CA030710197","M","60",16,"Otimong (7)"
"CA052010587","M","NA",3.14285714285714,"Magombe East (20)"
"CA030710192","M","NA",36,"Otimong (7)"
"CA030710191","M","NA",36,"Otimong (7)"
"CA051910548","F","NA",36,"Bujwanga (19)"
"CA010110021","M","NA",2.71428571428571,"East Siboti (1)"
"CA010310065","F","NA",46,"Kokare (3)"
"CA010310072","F","42",26,"Kokare (3)"
"CA010310077","F","21.5",6,"Kokare (3)"
"CA010310068","F","NA",36,"Kokare (3)"
"CA010310067","F","NA",41,"Kokare (3)"
"CA010310074","M","44",16,"Kokare (3)"
"CA020510131","F","NA",33.4285714285714,"Kamunuoit (5)"
"CA030910254","F","29.5",16,"Bulwani (9)"
"CA030910249","F","52",31,"Bulwani (9)"
"CA030910244","M","NA",46,"Bulwani (9)"
"CA030910246","F","NA",41,"Bulwani (9)"
"CA030910253","M","31",21,"Bulwani (9)"
"CA031410396","M","NA",41,"Simur East (14)"
"CA031410406","M","32",11,"Simur East (14)"
"CA031410408","F","23",6,"Simur East (14)"
"CA031410394","M","NA",46,"Simur East (14)"
"CA031410398","M","NA",36,"Simur East (14)"
"CA031410397","M","NA",41,"Simur East (14)"
"CA010210035","F","59",51,"Kidera (2)"
"CA010210043","M","33",26,"Kidera (2)"
"CA010210041","M","NA",36,"Kidera (2)"
"CA010210046","F","31",16,"Kidera (2)"
"CA031010276","M","73",51,"Bukati (10)"
"CA010210044","M","34",21,"Kidera (2)"
"CA031010287","M","37",6,"Bukati (10)"
"CA031010278","F","NA",46,"Bukati (10)"
"CA031010281","F","NA",36,"Bukati (10)"
"CA031010280","F","NA",41,"Bukati (10)"
"CA041510426","M","NA",46,"Namboboto (15)"
"CA041510433","M","54",26,"Namboboto (15)"
"CA041510432","M","56",26,"Namboboto (15)"
"CA052010575","F","69.5",51,"Magombe East (20)"
"CA041510434","F","49",21,"Namboboto (15)"
"CA052010587","M","20",6,"Magombe East (20)"
"CA052010584","F","40",21,"Magombe East (20)"
"CA020510126","F","48",51,"Kamunuoit (5)"
"CA020510131","F","NA",36,"Kamunuoit (5)"
"CA020510130","F","NA",36,"Kamunuoit (5)"
"CA020510134","M","47",21,"Kamunuoit (5)"
"CA020510129","F","NA",41,"Kamunuoit (5)"
"CA020510133","F","42",26,"Kamunuoit (5)"
"CA031110306","F","57",51,"Ikonzo (11)"
"CA031110314","F","26",21,"Ikonzo (11)"
"CA031110313","F","46",26,"Ikonzo (11)"
"CA030810221","M","NA",36,"Igero (8)"
"CA031110309","F","NA",41,"Ikonzo (11)"
"CA030810223","M","83",31,"Igero (8)"
"CA030810227","M","32",16,"Igero (8)"
"CA030810218","M","NA",46,"Igero (8)"
"CA030810228","M","34",11,"Igero (8)"
"CA030810219","M","NA",41,"Igero (8)"
"CA031310378","M","29",11,"Yiro West (13)"
"CA031310372","F","37",31,"Yiro West (13)"
"CA031310375","M","35",21,"Yiro West (13)"
"CA031310377","M","33.5",11,"Yiro West (13)"
"CA031310371","M","NA",36,"Yiro West (13)"
"CA010110009","F","61",51,"East Siboti (1)"
"CA010110008","M","64.5",51,"East Siboti (1)"
"CA010110021","M","21",6,"East Siboti (1)"
"CA010110019","M","48",11,"East Siboti (1)"
"CA010110020","M","30",11,"East Siboti (1)"
"CA020610159","F","77.5",51,"Karisa (6)"
"CA020610165","M","63",26,"Karisa (6)"
"CA020610164","F","46",31,"Karisa (6)"
"CA020610166","F","57",21,"Karisa (6)"
"CA031210342","F","51",31,"Bumala A (12)"
"CA041610465","F","28",11,"Ojwando B (16)"
"CA041610466","F","25",11,"Ojwando B (16)"
"CA020410095","M","72",51,"Mabusi (4)"
"CA020410096","F","76",51,"Mabusi (4)"
"CA020410100","M","NA",41,"Mabusi (4)"
"CA020410098","M","NA",46,"Mabusi (4)"
"CA020410108","M","25",11,"Mabusi (4)"
"CA020410099","F","NA",41,"Mabusi (4)"
"CA020410097","F","NA",46,"Mabusi (4)"
"CA030710188","M","70",51,"Otimong (7)"
"CA030710190","F","NA",46,"Otimong (7)"
"CA030710195","F","46",26,"Otimong (7)"
"CA030710197","M","68",21,"Otimong (7)"
"CA030710191","M","NA",41,"Otimong (7)"
"CA030710198","F","36",16,"Otimong (7)"
"CA051910548","F","NA",41,"Bujwanga (19)"
"CA041710489","F","NA",36,"Kodiere (17)"
"CA041710497","M","34",11,"Kodiere (17)"
"CA010310065","F","86",51,"Kokare (3)"
"CA010310074","M","48",21,"Kokare (3)"
"CA030910244","M","61",51,"Bulwani (9)"
"CA030910246","F","NA",46,"Bulwani (9)"
"CA010310072","F","45",31,"Kokare (3)"
"CA010310077","F","26",11,"Kokare (3)"
"CA010310068","F","NA",41,"Kokare (3)"
"CA010310067","F","NA",46,"Kokare (3)"
"CA030910253","M","34.5",26,"Bulwani (9)"
"CA030910257","M","26.5",11,"Bulwani (9)"
"CA030910251","F","45",31,"Bulwani (9)"
"CA030910254","F","30",21,"Bulwani (9)"
"CA051810523","F","43",31,"Luanda (18)"
"CA031410394","M","48.5",51,"Simur East (14)"
"CA031410398","M","NA",41,"Simur East (14)"
"CA031410397","M","NA",46,"Simur East (14)"
"CA031410408","F","29",11,"Simur East (14)"
"CA031410406","M","39",16,"Simur East (14)"
"CA031410407","M","37",11,"Simur East (14)"
"CA031410396","M","NA",46,"Simur East (14)"
"CA010210037","F","62.5",51,"Kidera (2)"
"CA010210043","M","36",31,"Kidera (2)"
"CA010210041","M","NA",41,"Kidera (2)"
"CA010210044","M","32",26,"Kidera (2)"
"CA010210046","F","35",21,"Kidera (2)"
"CA031010278","F","65",51,"Bukati (10)"
"CA020510131","F","NA",39.4285714285714,"Kamunuoit (5)"
"CA031010277","F","71",51,"Bukati (10)"
"CA031010287","M","44",11,"Bukati (10)"
"CA031010280","F","NA",46,"Bukati (10)"
"CA051910559","F","20",1,"Bujwanga (19)"
"CA051910558","M","28",6,"Bujwanga (19)"
"CA051910557","F","37",11,"Bujwanga (19)"
"CA010310081","M","22.5",1,"Kokare (3)"
"CA041510429","M","NA",41,"Namboboto (15)"
"CA030810231","F","16.5",1,"Igero (8)"
"CA041610468","M","NA",9,"Ojwando B (16)"
"CA031010291","M","22.5",1,"Bukati (10)"
"CA030810232","F","21",1,"Igero (8)"
"CA041510434","F","NA",26.7142857142857,"Namboboto (15)"
"CA052010586","M","NA",11.5714285714286,"Magombe East (20)"
"CA010110023","F","22",1,"East Siboti (1)"
"CA020610173","M","28",1,"Karisa (6)"
"CA031210348","F","17",1,"Bumala A (12)"
"CA031310382","F","16.5",1,"Yiro West (13)"
"CA052010586","M","NA",12.5714285714286,"Magombe East (20)"
"CA031110320","M","15.5",1,"Ikonzo (11)"
"CA030910261","M","17",1,"Bulwani (9)"
"CA030910259","F","NA",36,"Bulwani (9)"
"CA031210349","M","20.5",1,"Bumala A (12)"
"CA020410112","M","17.5",1,"Mabusi (4)"
"CA010210051","M","27",1,"Kidera (2)"
"CA030710203","M","18",1,"Otimong (7)"
"CA052010590","M","22.5",1,"Magombe East (20)"
"CA051910560","F","13",1,"Bujwanga (19)"
"CA030710204","M","14",1,"Otimong (7)"
"CA031110321","M","17.5",1,"Ikonzo (11)"
"CA010210052","M","25",1,"Kidera (2)"
"CA020610175","F","25.5",1,"Karisa (6)"
"CA051910561","M","22",1,"Bujwanga (19)"
"CA031010292","M","21.5",1,"Bukati (10)"
"CA031410411","F","17.5",1,"Simur East (14)"
"CA031010293","M","18",1,"Bukati (10)"
"CA031110322","F","20.5",1,"Ikonzo (11)"
"CA031110323","F","22.5",1,"Ikonzo (11)"
"CA051910562","M","18",1,"Bujwanga (19)"
"CA010310084","F","18.5",1,"Kokare (3)"
"CA031010295","M","22",1,"Bukati (10)"
"CA031410409","M","31",6,"Simur East (14)"
"CA031410402","F","43",31,"Simur East (14)"
"CA031410405","F","44",21,"Simur East (14)"
"CA031410400","F","NA",36,"Simur East (14)"
"CA010210045","F","51",21,"Kidera (2)"
"CA010210039","M","NA",46,"Kidera (2)"
"CA010210049","M","27",6,"Kidera (2)"
"CA010210047","F","22",11,"Kidera (2)"
"CA010210042","F","NA",36,"Kidera (2)"
"CA010210040","F","NA",41,"Kidera (2)"
"CA031010283","M","NA",36,"Bukati (10)"
"CA031010285","M","49",21,"Bukati (10)"
"CA031010288","M","33",11,"Bukati (10)"
"CA031010289","M","28",6,"Bukati (10)"
"CA031010286","F","54",21,"Bukati (10)"
"CA031010282","F","NA",36,"Bukati (10)"
"CA031010284","F","53",26,"Bukati (10)"
"CA031010290","F","24",6,"Bukati (10)"
"CA041510433","M","NA",31,"Namboboto (15)"
"CA041510437","F","25",6,"Namboboto (15)"
"CA041510430","M","NA",36,"Namboboto (15)"
"CA041510431","M","NA",36,"Namboboto (15)"
"CA041510428","F","NA",46,"Namboboto (15)"
"CA041510436","M","38",11,"Namboboto (15)"
"CA052010586","M","25",11,"Magombe East (20)"
"CA020510138","M","34",11,"Kamunuoit (5)"
"CA020510135","M","56",21,"Kamunuoit (5)"
"CA020510140","M","35",6,"Kamunuoit (5)"
"CA020510139","F","28",6,"Kamunuoit (5)"
"CA020510132","M","NA",36,"Kamunuoit (5)"
"CA031110315","F","37",21,"Ikonzo (11)"
"CA031110310","F","NA",41,"Ikonzo (11)"
"CA031110317","F","25",11,"Ikonzo (11)"
"CA031110316","M","47",21,"Ikonzo (11)"
"CA031110311","M","NA",36,"Ikonzo (11)"
"CA031110312","F","NA",36,"Ikonzo (11)"
"CA030810222","M","NA",36,"Igero (8)"
"CA030810224","F","NA",31,"Igero (8)"
"CA030810220","F","NA",46,"Igero (8)"
"CA030810229","M","28",6,"Igero (8)"
"CA030810226","M","44",21,"Igero (8)"
"CA030810230","F","27",6,"Igero (8)"
"CA030810225","F","46",26,"Igero (8)"
"CA031310379","F","32",11,"Yiro West (13)"
"CA031310374","M","49",31,"Yiro West (13)"
"CA031310380","M","29",11,"Yiro West (13)"
"CA031310369","M","NA",41,"Yiro West (13)"
"CA031310373","M","NA",36,"Yiro West (13)"
"CA010110013","F","NA",41,"East Siboti (1)"
"CA010110018","F","45",21,"East Siboti (1)"
"CA010110016","F","43",26,"East Siboti (1)"
"CA010110014","F","NA",36,"East Siboti (1)"
"CA010110015","M","47",31,"East Siboti (1)"
"CA010110017","F","57",26,"East Siboti (1)"
"CA020610168","M","58",21,"Karisa (6)"
"CA020610162","M","NA",41,"Karisa (6)"
"CA020610169","F","38",16,"Karisa (6)"
"CA020610163","M","NA",41,"Karisa (6)"
"CA020610167","M","55",26,"Karisa (6)"
"CA020610170","F","26",11,"Karisa (6)"
"CA031210340","F","NA",36,"Bumala A (12)"
"CA031210343","M","49",21,"Bumala A (12)"
"CA031210346","F","26",6,"Bumala A (12)"
"CA041610464","F","35",26,"Ojwando B (16)"
"CA041610470","F","29",6,"Ojwando B (16)"
"CA041610468","M","25",11,"Ojwando B (16)"
"CA020410110","F","32",11,"Mabusi (4)"
"CA020410102","M","NA",36,"Mabusi (4)"
"CA020410101","M","NA",41,"Mabusi (4)"
"CA020410105","M","40",26,"Mabusi (4)"
"CA020410109","M","48",16,"Mabusi (4)"
"CA020410106","F","30",26,"Mabusi (4)"
"CA020410111","M","40",6,"Mabusi (4)"
"CA030710198","F","34",21,"Otimong (7)"
"CA030710196","M","37",26,"Otimong (7)"
